OBJECTID,ID,Year,Reported Date,Occurred Date,Day of Week,Offence Category,Bicycle Style,Bicycle Value,Bicycle Make,Bicycle Model,Bicycle Type,Bicycle Frame,Bicycle Colour,Bicycle Speed,Neighbourhood,Sector,Division,Census Tract,x,y
7162,6114,2018,5/12/2018 4:00:00 AM,5/12/2018 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,300,NAKAMURA,ROYAL M700C,HYBRID,MEN'S,BLACK,21,Byward Market,Sector 24,Central,5050054,367921.7041,5032044.582
7163,6751,2018,5/12/2018 4:00:00 AM,5/12/2018 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,600,GARNEAU,URBANIA,HYBRID,WOMEN'S,GRAY,21,Centretown,Sector 23,Central,5050048,367179.703,5031386.577
7164,7147,2018,5/12/2018 4:00:00 AM,5/11/2018 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,400,CCM,N/A,MOUNTAIN,UNISEX,RED,21,Sandy Hill,Sector 24,Central,5050054,368047.9721,5032233.52
7165,5795,2018,5/11/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,150,GIANT,N/A,REGULAR,UNISEX, DARK BLUE,1,Laurentian,Sector 14,West,5050051,369026.709,5031717.578
7166,5910,2018,5/11/2018 4:00:00 AM,5/11/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,900,GURU,N/A,TOURING,UNISEX, WHITE,10,Laurentian,Sector 14,West,5050019,367983.3463,5028666.201
7167,6055,2018,5/11/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,550,CANNONDALE,CATALYST,MOUNTAIN,WOMEN'S,BLACK,0,Laurentian,Sector 14,West,5050032.02,362781.6879,5027404.542
7168,6112,2018,5/11/2018 4:00:00 AM,5/11/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050032.02,362781.6879,5027404.542
7169,6113,2018,5/11/2018 4:00:00 AM,5/6/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1700,SCOTT,ASCENT,MOUNTAIN,MEN'S,BLACK,30,Byward Market,Sector 24,Central,5050054,368330.4897,5032410.745
7170,7073,2018,5/11/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Friday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Glebe - Dows Lake,Sector 22,Central,5050016,369629.7151,5029408.557
7171,7308,2018,5/11/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1000,TREK,SINGLETRACK,MOUNTAIN,UNISEX,TRQ,21,Old Ottawa East,Sector 22,Central,5050032.02,362781.6879,5027404.542
7172,5794,2018,5/10/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1700,KONA,KAHUNA,MOUNTAIN,MEN'S, DARK BLUE,27,Island Park - Wellington Village,Sector 21,Central,5050045,363399.5189,5028777.84
7173,6109,2018,5/10/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,480,CCM,DELSON 700 C,HYBRID,MEN'S,BLACK,8,Centretown,Sector 23,Central,5050051,369053.7079,5032370.584
7174,6110,2018,5/10/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,500,DEVINCI,STOCKHOLM,HYBRID,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050048,367316.703,5031164.575
7175,6111,2018,5/10/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,BIANCI,N/A,RACER,MEN'S,BLACK,12,Island Park - Wellington Village,Sector 21,Central,5050018,368506.2197,5029140.087
7176,6537,2018,5/10/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,500,BLUE LINE,N/A,RACER,MEN'S,BLUE,1,Centretown,Sector 23,Central,5050018,368506.2197,5029140.087
7177,6678,2018,5/10/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,2400,KONA,HEI HEI 100,MOUNTAIN,MEN'S,BRONZE,27,Glebe - Dows Lake,Sector 22,Central,5050045,364190.6929,5029745.564
7178,7132,2018,5/10/2018 4:00:00 AM,5/10/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,150,SPECIALIZED,N/A,HYBRID,MEN'S,RED,0,Glebe - Dows Lake,Sector 22,Central,5050045,364190.6929,5029745.564
7179,7247,2018,5/10/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1600,TREK,EMONDA S4,RACER,MEN'S,SILK,18,Westboro,Sector 21,Central,5050048,367691.7041,5031613.579
7180,5909,2018,5/9/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,40,UNKNOWN,UNKNOWN,RACER,MEN'S, WHITE,10,Bayshore - Belltown,Sector 14,West,5050029,359278.6699,5024164.512
7181,6536,2018,5/9/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,2000,OPUS,ALLEGRO,RACER,MEN'S,BLUE,16,Braemar Park - Bel Air Heights - Copeland Park,Sector 17,West,5050036,368401.511,5030129.965
7182,6957,2018,5/9/2018 4:00:00 AM,5/9/2018 4:00:00 AM,Wednesday,THEFT >BICYCLE,STOLEN,5000,SCHWINN,N/A,MOUNTAIN,WOMEN'S,N/A,0,Glebe - Dows Lake,Sector 22,Central,5050023.01,363201.3619,5024686.236
7183,5855,2018,5/8/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,OPUS - FLUX 29,G071841M01,HYBRID,MEN'S, ORANGE,0,Bells Corners East,Sector 15,West,5050136.01,359078.6649,5020885.483
7184,5888,2018,5/8/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,900,BUSHTUKAH,N/A,MOUNTAIN,MEN'S, WHITE,10,Hintonburg - Mechanicsville,Sector 21,Central,5050136.01,359078.6649,5020885.483
7185,6533,2018,5/8/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,900,GIANT,RAPID,HYBRID,N/A,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050011.04,371611.7241,5029191.553
7186,6534,2018,5/8/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1000,KONA,ZING,RACER,MEN'S,BLUE,21,Old Barrhaven East,Sector 16,West,5050050,368636.8819,5031723.753
7187,6535,2018,5/8/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,RECOVERED,300,GIANT,OCR1,RACER,UNISEX,BLUE,10,Bells Corners East,Sector 15,West,5050045,364737.6951,5029595.562
7188,6544,2018,5/8/2018 4:00:00 AM,5/1/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,200,SCHWINN,N/A,MOUNTAIN,MEN'S,BLUE,21,Laurentian,Sector 14,West,5050042,367066.7041,5030241.567
7189,6902,2018,5/8/2018 4:00:00 AM,5/8/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,JAMIS,X2,MOUNTAIN,MEN'S,GREEN,24,Sandy Hill,Sector 24,Central,5050045,364737.6951,5029595.562
7190,7145,2018,5/8/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,SCHWINN,TESLIN 2.4,MOUNTAIN,MEN'S,RED,21,Hintonburg - Mechanicsville,Sector 21,Central,5050141.11,364152.6781,5015099.934
7191,7146,2018,5/8/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,950,TREK,X-CALIBER 8,MOUNTAIN,MEN'S,RED,0,Centretown,Sector 22,Central,5050032.02,362909.689,5027085.539
7192,5822,2018,5/7/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,350,DIAMONDBACK,OUTLOOK ST,MOUNTAIN,MEN'S, DARK BLUE,0,Laurentian,Sector 14,West,5050019,367799.7079,5029420.559
7193,6108,2018,5/7/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,RALEIGH,CADENT 1,HYBRID,UNISEX,BLACK,0,Centretown,Sector 23,Central,5050032.02,362831.689,5027057.539
7194,6750,2018,5/7/2018 4:00:00 AM,5/5/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1200,MARIN,N/A,REGULAR,MEN'S,GRAY,27,Sandy Hill,Sector 24,Central,5050054,368416.706,5032256.584
7195,7086,2018,5/7/2018 4:00:00 AM,5/4/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,400,GT,AGGRESSOR,MOUNTAIN,MEN'S,OTHER,21,Glebe - Dows Lake,Sector 22,Central,5050049,368482.7079,5031190.574
7196,7105,2018,5/7/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,800,NORCO,BIGFOOT,MOUNTAIN,MEN'S,PURPLE,21,Laurentian,Sector 14,West,5050032.02,362831.689,5027057.539
7197,7246,2018,5/7/2018 4:00:00 AM,5/7/2018 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,MARIN,N/A,HYBRID,UNISEX,SILK,18,Glebe - Dows Lake,Sector 22,Central,5050019,367799.7079,5029420.559
7198,6107,2018,5/6/2018 4:00:00 AM,5/6/2018 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,0,IRON HORSE,N/A,MOUNTAIN,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050054,368330.4897,5032410.745
7199,6749,2018,5/5/2018 4:00:00 AM,4/29/2018 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,700,NORCO,VFR,REGULAR,MEN'S,GRAY,0,Centretown,Sector 23,Central,5050037,368369.149,5030526.916
7200,6969,2018,5/4/2018 4:00:00 AM,4/28/2018 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,OTHER,UNISEX,N/A,0,Centretown,Sector 23,Central,5050048,366941.703,5030856.572
